OBJECTID,DamID,Fault length (km),DIST DAM TO FAULT [m],EQ PREF MCE MW,FW or HW,ASSCM Classification,GMM code (1=craton; 2=ext),A12_med,AB06_med,D15_med,ESHM_med,NGAE_med,S09yc_med,S09nc_med,A12_std,AB06_std,D15_std,ESHM_std,NGAE_std,S09yc_std,S09nc_std,A12_wt,AB06_wt,D15_wt,ESHM_wt,NGAE_wt,S09yc_wt,S09nc_wt
2460,337,42,32429.7,7.1,HW,,1,-1.5805004247124415,-1.9539517839332745,-2.197898257402731,-1.2951072718064427,-0.9809573691649722,-0.9209990427367651,-1.7239925063704549,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2461,337,38,35534.6,7.1,HW,,1,-1.7050030352764436,-2.0863586335637905,-2.271209359231939,-1.3846275582087892,-1.088197515624698,-1.027140364985339,-1.804634696944436,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2462,337,54,36288.7,7.3,HW,,1,-1.5972798004429134,-1.9764248520853527,-2.1744685222365434,-1.2765154713624225,-0.966985582110629,-0.8247829504173526,-1.6758552433479168,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2463,337,47,38826.7,7.2,HW,,1,-1.7544867938714774,-2.1424583469986436,-2.2843824240428106,-1.4064179316416074,-1.1387829367822688,-1.0194189966338398,-1.8091046310747165,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2464,337,24,45610.4,6.8,HW,,1,-2.294815165973379,-2.6922313958611976,-2.6843852816584515,-1.842042392134305,-1.6853600887940878,-1.6498044253467667,-2.281830716372713,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2465,337,24,65819.9,6.8,HW,,1,-2.819143762288917,-3.2507659979409302,-3.033674381216519,-2.246673581129129,-2.1225477584379373,-2.126354355260889,-2.6548598758225235,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2466,337,172,68706.6,7.8,HW,,1,-2.125738150193274,-2.549884612950161,-2.441592434485571,-1.512044832793195,-1.273038000194278,-0.9047797725941685,-1.8917471823315828,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2467,337,111,89105.4,7.6,HW,,1,-2.36829887517033,-2.7347901736517,-2.7854331160811086,-1.9243136900404256,-1.654591922693288,-1.5278932045096614,-2.306777853959788,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2468,338,31,46586.3,7.0,HW,,1,-2.1545768830425738,-2.559350206060988,-2.563699502297005,-1.7252531973307736,-1.5273603830479405,-1.4659938578130727,-2.1368507579083156,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2469,338,38,89766.9,7.1,HW,,1,-2.77785251781833,-3.113483543897379,-3.123181200240351,-2.352745534067414,-2.1258181413713966,-2.209901482846809,-2.733960337278034,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2470,338,3,94807.9,5.8,HW,,1,-4.359093695949805,-4.43675057138114,-4.414796277865768,-3.666387999280184,-3.6131352475447764,-3.8209179113580776,-4.12417673761516,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7880556916938746,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2476,344,10,25285.0,6.4,HW,,1,-1.805488353885701,-2.1397011092539793,-2.465861795990501,-1.452912872177759,-1.2387480421156836,-1.2706708913507616,-2.0574206361657863,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7361330183314546,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2553,351,55,730.3,7.3,HW,,1,1.1639121936247234,1.4007212842235675,-0.9783166544249875,0.5379105713303914,0.6768456382277049,1.1201204781617236,-0.25654915968855124,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2554,351,33,8836.7,7.0,HW,,1,0.03164872164776303,-0.2372388611915178,-1.413336517767977,-0.1963842475792196,0.15574874855147489,0.25169769521410235,-0.8555669028011428,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2555,351,54,9041.2,7.3,HW,,1,0.13004385252621625,-0.10331446369440796,-1.301742257137321,-0.10376946981979243,0.23517267335226086,0.5081378585349104,-0.6965902958555401,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2556,351,53,16014.2,7.2,HW,,1,-0.587310024536204,-0.8834526056089864,-1.6442976138206737,-0.5921733688942151,-0.17623572354913822,-0.07330702497437436,-1.1036124224983919,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2557,351,10,17057.5,6.4,HW,,1,-1.2303655753533138,-1.5367753974497835,-2.153046571677611,-1.0342874607054684,-0.7198964868440234,-0.819590579804062,-1.7184937463092322,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7361330183314546,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2558,351,15,20422.3,6.6,HW,,1,-1.3186824853780026,-1.6484610810593618,-2.1505506661762563,-1.118344118246307,-0.794773167303726,-0.8677189869562862,-1.7098075034308264,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2559,351,43,21478.7,7.1,HW,,1,-1.0260092871571143,-1.3617115861943399,-1.888539762828691,-0.9039087797550465,-0.50936512464086,-0.4681746663228601,-1.3851050272819148,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2560,351,79,22651.8,7.4,HW,,1,-0.9249823363341109,-1.252188701861726,-1.7809598290892596,-0.7902093637381047,-0.3890017388730533,-0.20022544503449657,-1.2277372307523513,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2561,351,24,26866.1,6.8,HW,,1,-1.5447049921157794,-1.901391648208909,-2.2329682036035563,-1.287684522885342,-0.9865236650853397,-1.0050854072055628,-1.7877886767896194,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2562,351,17,29316.9,6.7,HW,,1,-1.7505706695000858,-2.110820383756047,-2.3711671476700693,-1.4366516271610827,-1.1850025624332845,-1.1985964533016928,-1.9439927638338204,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2563,351,54,35068.2,7.3,HW,,1,-1.551871719214681,-1.9277986552494795,-2.1477187457429365,-1.2443053159700252,-0.9245332017041242,-0.7857455602019158,-1.6462127539488924,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2564,351,42,48826.7,7.1,HW,,1,-2.140110132192822,-2.550165935128114,-2.53937143977706,-1.7032901976449712,-1.5133756755378083,-1.4132856251450225,-2.10249406121913,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2565,351,14,51771.4,6.6,HW,,1,-2.6665811405973314,-3.063328633160414,-2.95692223963843,-2.1240143606617536,-2.0572108775633264,-2.011952493975874,-2.5865834795460225,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2566,351,54,58670.6,7.3,HW,,1,-2.2390594355973557,-2.666889418075591,-2.576261504217551,-1.7434762658648102,-1.5362201610380624,-1.3970309513891492,-2.1169163358612075,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2567,351,93,61147.7,7.5,HW,,1,-2.156054128853251,-2.582842279907125,-2.496110351834013,-1.6335270564701827,-1.3991734543525702,-1.1877834670153042,-2.0019553485319093,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2568,351,47,64663.6,7.2,HW,,1,-2.4461085520237797,-2.886028872553406,-2.728394524321424,-1.9186956780736721,-1.7206090285889504,-1.6426244901249012,-2.2923533734637687,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2569,351,38,70402.1,7.1,HW,,1,-2.6440316673175075,-3.0853745753779047,-2.877319947815647,-2.086466793770411,-1.9033080560931204,-1.8748029530065078,-2.463464876339837,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2570,351,172,79133.0,7.8,HW,,1,-2.20838547970738,-2.5891950160634307,-2.5658039448746286,-1.6432574271937759,-1.3942084268503467,-1.0784305850011493,-2.0296006439454395,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2571,351,111,89036.1,7.6,HW,,1,-2.368121825928065,-2.7346895812614664,-2.7846759693327057,-1.9235299481109644,-1.6538718047193397,-1.5268424592654966,-2.305922045623167,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2572,351,13,89564.1,6.5,HW,,1,-3.410658751712631,-3.660629967577219,-3.619644428678878,-2.85508759462611,-2.7484083924859126,-2.8808316851085873,-3.298160108218004,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2573,351,23,93047.0,6.8,HW,,1,-3.0827058325719348,-3.3791250353412554,-3.3984610446785086,-2.6479801985251052,-2.4670399674613934,-2.6188088352403276,-3.052857573745443,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2574,351,24,94317.4,6.8,HW,,1,-3.085655067603385,-3.380969084007244,-3.4135957750983508,-2.664165899406336,-2.4802418773839108,-2.6392803910994815,-3.0697249477432966,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2590,356,19,48353.6,6.7,HW,,1,-2.4702871411636522,-2.8677268792777615,-2.813038433056906,-1.9759073888892684,-1.8690021101224106,-1.8258101871947123,-2.4277279732326944,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2591,356,14.2,50858.7,6.6,HW,,1,-2.6405340544127722,-3.035820041107097,-2.93973914543428,-2.10378091342244,-2.0399120899642726,-1.9889548960453864,-2.568721679414092,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2592,356,37,75485.3,7.1, HW,,1,-2.7395129445290274,-3.092753092521288,-2.9458897816762715,-2.1617781476079676,-1.9642128049412644,-1.9681974078870592,-2.5381054869119475,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2593,356,38,92299.2,7.1,HW,,1,-2.7840077859574905,-3.117159303057394,-3.15263225164923,-2.383948260277994,-2.15104062841448,-2.250089306343071,-2.7669009255180406,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2594,356,4,96863.1,5.9, FW,,1,-4.216728264557918,-4.321386710466666,-4.328409635238307,-3.5718107972585793,-3.5167981709240927,-3.7413310402819153,-4.040515244352619,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7790472350249373,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2617,359,55,4196.9,7.3,HW,,1,0.7813361847093141,0.4238881713315228,-1.0774951942530506,0.30905535893795766,0.4879870041264917,0.9153201520331732,-0.4053707315257376,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2618,359,33,21094.2,7.0,HW,,1,-1.0662432596746876,-1.4024192547766832,-1.9295181534557866,-0.9400914662849689,-0.5479081725310899,-0.5481963218657353,-1.4403768080438324,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2619,359,54,23645.8,7.3,HW,,1,-1.033792286057158,-1.371466181951601,-1.8562276486540439,-0.8828199580287026,-0.49474032103723486,-0.3567224395342129,-1.3249764859330622,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2620,359,79,25893.6,7.4,HW,,1,-1.0964971654436946,-1.438121037602968,-1.8733509271238655,-0.9073529846725228,-0.5311671851934526,-0.3381449573108447,-1.329647934407006,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2621,359,53,28532.4,7.2,HW,,1,-1.341062210947568,-1.7010881129835478,-2.043133969171687,-1.1121263650508888,-0.7688248685276972,-0.6681921772642703,-1.543075605835968,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2622,359,24,41728.4,6.8,HW,,1,-2.1680507513750675,-2.5582539251813707,-2.6044310744762478,-1.746557029178789,-1.5725070019238534,-1.536255501434726,-2.1935431959713756,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2623,359,43,48038.9,7.1,HW,,1,-2.117767770780487,-2.5262684374149695,-2.525115983280383,-1.6866827982729402,-1.4886230598614287,-1.392820602456819,-2.0865209830102933,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2624,359,10,49203.0,6.4,HW,,1,-2.7978309863313973,-3.173966208249754,-3.0744248748810565,-2.208282824553659,-2.1947925629786553,-2.1263432255413486,-2.718139887186846,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7361330183314546,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2625,359,15,54243.0,6.6,HW,,1,-2.7349000758899624,-3.1355692545643987,-3.00233730474409,-2.177266752890488,-2.1056165617437874,-2.0727358942270584,-2.6339287220619814,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2626,359,54,60793.4,7.3,HW,,1,-2.2867521780485216,-2.718647972334019,-2.608125619894962,-1.7792102058316057,-1.5735893805738383,-1.4407090175276456,-2.1509839740800527,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2627,359,17,68992.5,6.7,HW,,1,-2.9850604509317162,-3.4157462566894683,-3.161712642819832,-2.3784349088225407,-2.2787187848210486,-2.2962744485330457,-2.7973476297503237,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2628,359,23,73957.7,6.8,HW,,1,-2.986163849720576,-3.3514159687483236,-3.1521971043477635,-2.379429477184809,-2.2442813832266997,-2.286177179078924,-2.782401762733765,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2629,359,13,75745.7,6.5,HW,,1,-3.3333321645561518,-3.640571873995591,-3.4326018273714873,-2.6483104747596307,-2.5763283695872796,-2.630403177357069,-3.0942582097962696,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2630,359,42,80685.3,7.1,HW,,1,-2.7542529465901735,-3.10030115066293,-3.0128468460381344,-2.234534159011384,-2.0285714208780092,-2.059439156840364,-2.6115835222399837,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2631,359,14,89350.0,6.6,HW,,1,-3.2937087459270757,-3.561945649189408,-3.52604166624714,-2.7680033766591206,-2.639973059227417,-2.774834374271145,-3.195836036846475,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2632,359,111,92865.2,7.6,HW,,1,-2.3777037116492683,-2.740247709998036,-2.8259743339685945,-1.9661229188818272,-1.6904960508986162,-1.5841607584031263,-2.352728198392596,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2633,359,47,95676.6,7.2,HW,,1,-2.701740455413445,-3.0408084058944955,-3.1178103296276105,-2.3389002943211934,-2.088652497281245,-2.1751589761222068,-2.7215011956701245,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2634,359,93,97068.4,7.5,HW,,1,-2.4605241174949968,-2.8161887705928477,-2.9312306644856787,-2.0972137305431575,-1.8126686057660135,-1.7891367187915108,-2.4840813881498396,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2635,359,54,97549.4,7.3,HW,,1,-2.6202204359259764,-2.965126870586546,-3.067974699916183,-2.2744382426731464,-2.0110324157569788,-2.071685421762433,-2.6579022795361937,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2636,359,172,101159.7,7.8,HW,,1,-2.2648863345952988,-2.6211678645766043,-2.797784576884461,-1.8801737469767568,-1.6063724919099405,-1.4028112093714644,-2.2936027381055935,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2637,360,38,156.3,7.1,HW,,1,1.1816922101590464,1.4037026714019745,-1.0375780769761558,0.5058582945972033,0.6990382038574151,0.9634448639305864,-0.34355047280291706,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2638,360,64,14093.4,7.3,HW,,1,-0.3797602583739126,-0.6488871625794915,-1.5248881220958572,-0.43967057220048,-0.029932073971918185,0.14670197380922156,-0.9568054729145851,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2639,360,10,16213.2,6.4,HW,,1,-1.1573790734620286,-1.4593323874628095,-2.1157445402929933,-0.9822643682877039,-0.6677246161788439,-0.7647180454086354,-1.67759953414047,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7361330183314546,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2640,360,59,25776.3,7.3,HW,,1,-1.146225254529662,-1.4927097264113884,-1.9173867925232297,-0.9604046160886495,-0.5911754621304119,-0.4474328121288632,-1.3922485430619975,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2641,360,57,58786.4,7.3, FW,,1,-2.2417047333396054,-2.6697579671202067,-2.578020662117851,-1.745453938725854,-1.5384792975471588,-1.399442330258498,-2.118793756400026,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2642,360,37,65323.7,7.1,HW,,1,-2.540772970488434,-2.981286073180346,-2.8052894394699197,-2.006475344777005,-1.8218997659715033,-1.7767351128062283,-2.3857072408239612,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2643,360,3,67437.3,5.8,HW,,1,-4.022295294243044,-4.337744720664486,-4.000738764445254,-3.1953663114009547,-3.229716057409001,-3.2766022902319425,-3.6799595277294888,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7880556916938746,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2644,360,23,70760.1,6.8,HW,,1,-2.9228222516815756,-3.3467744936110715,-3.1067833148110853,-2.328832412028608,-2.2044559859292976,-2.224921635633897,-2.7333356487780835,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2645,360,26,76221.6,6.9,HW,,1,-2.9333015857803453,-3.2648886807166533,-3.1044326413122056,-2.3335354167451166,-2.1703318828448332,-2.2167543629343127,-2.7252093067660663,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2646,360,12,84454.6,6.5,HW,,1,-3.3981059158001035,-3.6532132746782344,-3.552975428400874,-2.781996603724428,-2.687009510925384,-2.7915069280494853,-3.2250197968004573,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2647,360,15,84543.9,6.6,HW,,1,-3.2818235397023963,-3.5549693564519957,-3.4641584622281383,-2.7004276401989484,-2.5831898394488038,-2.691690810959661,-3.1278073806287106,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2648,360,13,89081.3,6.5,HW,,1,-3.409503674546462,-3.65992915940976,-3.613457523785179,-2.8483332175738116,-2.7424427932637387,-2.8725392297577663,-3.291350885436314,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2649,360,49,90990.7,7.2,HW,,1,-2.6905662907454304,-3.034006589424126,-3.0649561595592862,-2.283421016732381,-2.0422051337680123,-2.10278716395632,-2.6620465017496135,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2650,360,58,94390.5,7.3,HW,,1,-2.6128539376068636,-2.9605415704204625,-3.0334813176508684,-2.2385974407708575,-1.979327908757564,-2.0242881462679576,-2.618858596846294,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2654,364,38,2425.7,7.1,HW,,1,1.0026066460867002,0.7603790641332095,-1.080194112168929,0.4073294663138346,0.5484229450522814,0.8753278183975353,-0.40980666787368936,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2655,364,31,23986.5,7.0,HW,,1,-1.2399900119868497,-1.5882424992649247,-2.0234979841991367,-1.062238413427303,-0.6955251363430924,-0.6863649953671702,-1.543120102604492,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2656,364,19,59915.2,6.7,HW,,1,-2.7805592445390572,-3.1969711696164533,-3.0194113421652355,-2.216512542840418,-2.127010132230729,-2.1050891180665743,-2.64586815776487,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2657,364,14.25,66980.8,6.6,HW,,1,-3.044271197122214,-3.4645718881293064,-3.2147036224122836,-2.4219800174992296,-2.3441956645538617,-2.3570899200921254,-2.858110690154467,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2658,365,19,36675.5,6.7,HW,,1,-2.0716465284509846,-2.4478901285251213,-2.5624412647850403,-1.67432135059205,-1.4672496762036766,-1.4710746655765155,-2.1521507401716398,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2659,365,14.2,43018.6,6.6,HW,,1,-2.395656942273848,-2.777982797725934,-2.781574508415886,-1.9153236454353497,-1.7929452149953307,-1.7674395409787707,-2.395368115583762,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
2660,365,38,81050.4,7.1,HW,,1,-2.755251886999948,-3.1008311114374516,-3.0174373492277313,-2.2394939567319145,-2.0323038271939535,-2.065696347589246,-2.6166427622016992,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
