OBJECTID,DamID,Fault length (km),DIST DAM TO FAULT [m],EQ PREF MCE MW,FW or HW,ASSCM Classification,GMM code (1=craton; 2=ext),A12_med,AB06_med,D15_med,S09nc_med,NGAE_med,A12_std,AB06_std,D15_std,S09nc_std,NGAE_std,A12_wt,AB06_wt,D15_wt,S09nc_wt,NGAE_wt
2408,329,162,87162.0,7.8,HW,,2,-2.462347029506282,-2.855280530175362,-2.6829015371326226,-2.0112722350135943,-1.977381207784519,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2409,329,52,89709.5,7.2,HW,,2,-2.924424609468818,-3.2889001103623317,-3.04542528252903,-2.6752628574249013,-2.571040585318684,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2410,329,54,91193.7,7.3,HW,,2,-2.8229559525997905,-3.202037850178691,-2.987596869979349,-2.5658100423701713,-2.471753386227881,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2411,329,42,95842.5,7.1,HW,,2,-3.0205770667951914,-3.391027966118234,-3.181670696268016,-2.864536084249859,-2.7096457337330886,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2412,329,35,101845.4,7.0,HW,,2,-3.124955193076497,-3.499705371220323,-3.32195241328452,-3.0587975187484537,-2.8481206682240625,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2413,330,12,107785.3,6.5,HW,,2,-3.814730078785499,-4.116446196439173,-3.8962818318148877,-3.9070371803999917,-3.530217572009046,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2414,331,22,29275.6,6.8,HW,,2,-2.2796460740544666,-2.7070023879208356,-2.519947757377458,-2.230755886418942,-2.0458361042258595,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2415,331,25,62224.2,6.9,HW,,2,-3.016254673149313,-3.439112272375763,-2.9877379633420573,-2.792344726058058,-2.7055806718585647,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2416,331,60,64651.2,7.3,HW,,2,-2.643368949497902,-3.092516123480408,-2.710178703213342,-2.295128567124378,-2.2918884156786725,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2417,331,132,68150.3,7.7,HW,,2,-2.414150589492579,-2.863614716292068,-2.5369443070464275,-1.9143331538597461,-1.9491520426912108,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2418,331,126,74683.1,7.7,HW,,2,-2.5068702006498045,-2.8962936919943716,-2.6047092740554403,-1.980658279112452,-1.9938631021616688,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2419,332,66,6746.9,7.4,FW,,2,-0.5044659738198242,-0.896088756490164,-1.415581230260925,-0.39544224128556227,-0.5529126222388163,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2420,332,19,23547.7,6.7,HW,,2,-2.154008978230979,-2.5737057230370586,-2.4626453203941123,-2.1721361080591763,-1.914096704970126,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2421,332,30,31080.5,7.0,HW,,2,-2.1294369309067593,-2.5721281717224995,-2.3991749255157417,-2.0102074367432796,-1.8787406278523888,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2422,332,123,35640.2,7.7,HW,,2,-1.7656888532732395,-2.213906858740254,-2.106156523129381,-1.3742074792213166,-1.4211753675980037,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2423,332,31,36410.7,7.0,HW,,2,-2.303134537451304,-2.743434675044843,-2.5066281767495604,-2.167166676755475,-2.0384352549039155,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2424,332,45,50975.9,7.2,HW,,2,-2.4763409943907924,-2.923030481360435,-2.5999846782473193,-2.2545524692285444,-2.2219128927625946,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2425,332,60,58986.2,7.3,HW,,2,-2.544890530473571,-2.994241527363727,-2.6410949029351007,-2.23109736359656,-2.2330538794947365,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2426,332,18,62894.4,6.7,HW,,2,-3.2860309050658363,-3.6855190805270204,-3.1862722957885077,-3.102965866799254,-2.96710597676789,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2427,332,14,65384.4,6.6,HW,,2,-3.4734797007044023,-3.858258075312446,-3.323057215457058,-3.294087904043693,-3.120905280287156,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2428,332,16,68301.3,6.6,HW,,2,-3.5253297703195066,-3.9095807503235664,-3.360251355706481,-3.3280580083146623,-3.1528066404915656,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2429,332,23,72112.3,6.8,HW,,2,-3.311158756754186,-3.690189873312684,-3.201919279494263,-3.053111470304591,-2.9305681939005788,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2430,332,15,75654.3,6.6,HW,,2,-3.6469018171270156,-3.9448939660795004,-3.4491926386203127,-3.410639260942923,-3.2133621845744225,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2431,332,54,76844.5,7.3,HW,,2,-2.8293877717762577,-3.185894382066283,-2.8456286291700743,-2.4245467424853375,-2.388760599007133,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2432,332,82,77060.6,7.5,HW,,2,-2.668791002650299,-3.0291611579909934,-2.726012938289528,-2.201972276384717,-2.178271530277124,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2433,332,162,79241.2,7.8,HW,,2,-2.472015241253915,-2.84636928897552,-2.609657449324655,-1.936497766444247,-1.936692975947482,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2434,332,55,81668.2,7.3,HW,,2,-2.8397446204186436,-3.1913212523540913,-2.8951661898268735,-2.4731814766786107,-2.418864910104376,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2435,332,42,81919.1,7.1,HW,,2,-3.0476488104693242,-3.375363541347773,-3.045247322153114,-2.728332112141843,-2.6331769597828734,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2436,332,12,84842.4,6.5,HW,,2,-3.8705694697200625,-4.090634445640789,-3.665756570506943,-3.67908723882811,-3.4044166950354042,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2437,332,114,90662.0,7.6,HW,,2,-2.578778783361338,-2.9760190221244334,-2.8032107797329697,-2.2301430552129036,-2.1686114240878895,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2438,332,15,91807.0,6.6,HW,,2,-3.6933522808048322,-3.9630664493802623,-3.6251980239166253,-3.5797948011362597,-3.3155580632157284,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2439,332,52,96327.1,7.2,HW,,2,-2.9128718049553544,-3.29634519542496,-3.107481508559788,-2.7382443669147234,-2.6047696869487718,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2440,332,26,96489.8,6.9,HW,,2,-3.2588049993722605,-3.602299891989127,-3.3633192434814156,-3.152689071973716,-2.9506195839630864,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2441,333,28,31572.9,6.9,HW,,2,-2.251419773093102,-2.686507951750168,-2.487669112209186,-2.161850544013396,-2.0069339490593556,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2442,333,70,32365.2,7.4,HW,,2,-1.836443855625397,-2.291800876062215,-2.173842286127346,-1.5712646458319626,-1.5634935482067263,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2445,336,37,3774.1,7.1,HW,,2,-0.388390498813697,-0.6806844471915153,-1.4221234193617245,-0.5008972947818564,-0.5493720049479062,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2446,336,20,34231.1,6.8,HW,,2,-2.4559648075836154,-2.8803046679672275,-2.628132387041715,-2.385773330935056,-2.2016834283370432,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2447,336,9,67889.2,6.3,HW,,2,-3.996108383701532,-4.32746059371503,-3.706307065055621,-3.7958125164820364,-3.584881890694729,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2471,341,48,46854.6,7.2,HW,,2,-2.3850269687358945,-2.8327209654477783,-2.539430006295664,-2.1723991956096107,-2.1294463738347518,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2472,341,8,51049.0,6.3,HW,,2,-3.6442686830310453,-3.9826670239999897,-3.4613515571075015,-3.5805923499104786,-3.351672885066632,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2473,341,12,63978.6,6.5,HW,,2,-3.5976667682129233,-3.9668893138104444,-3.4150268851199503,-3.4458215429849783,-3.2333320915852863,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2474,341,11,77463.0,6.4,FW,,2,-3.9895042032449077,-4.224431691483631,-3.7012821524392354,-3.776637959319457,-3.511450557558601,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2475,341,52,102296.1,7.2,HW,,2,-2.9031128250304907,-3.3030605775482123,-3.1611776572791457,-2.793613671576719,-2.6349508307346174,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2477,345,40,105271.6,7.1,HW,,2,-3.00439385879007,-3.401636109790265,-3.266951684362092,-2.9522845931585975,-2.757046543815446,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2478,346,66,8038.9,7.4,HW,,2,-0.6067625119718001,-0.9894394944189463,-1.4711915526215833,-0.48661761639880385,-0.6126920837793869,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2479,346,26,8279.5,6.9,HW,,2,-0.9288387616117184,-1.3150140219921844,-1.7461985777061666,-1.0754703732583486,-0.9106564963933915,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2480,346,38,10379.0,7.1,HW,,2,-0.9571135937233968,-1.3282950304203953,-1.713936554406227,-0.9684766576904201,-0.8982285173510391,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2481,346,44,10803.4,7.2,HW,,2,-0.9235425407127065,-1.301146384495932,-1.676750655371384,-0.8798782798219827,-0.8601070426244873,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2482,346,2,24616.8,5.6,HW,,2,-4.045607856585283,-4.245355106902637,-3.8533112659275828,-3.8544343648565516,-3.6069107347119562,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2483,346,37,26055.7,7.1,HW,,2,-1.8452440359070386,-2.294292118732724,-2.21423070825712,-1.714023752657449,-1.6180322310475028,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2484,346,78,27106.6,7.4,HW,,2,-1.6560033395760343,-2.11069168756403,-2.064863491126932,-1.4057451059499975,-1.4025563537085886,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2485,346,25,30705.6,6.9,HW,,2,-2.220526318816534,-2.6560491842469975,-2.4687834446708075,-2.1345466648945792,-1.982474621902668,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2486,346,25,30942.2,6.9,HW,,2,-2.229033848301189,-2.664440155647947,-2.4739758193202146,-2.142052771819359,-1.9890880211290842,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2487,346,11,33018.7,6.4,HW,,2,-2.9547226515476637,-3.3261656041123007,-3.0017456847668917,-2.9905173812443593,-2.655678312682462,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2488,346,23,35920.9,6.8,HW,,2,-2.510617845310525,-2.933886759623948,-2.6622435051190303,-2.434722035846172,-2.2562914343192633,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2489,346,34,43105.1,7.0,HW,,2,-2.4899865075525294,-2.927238566765987,-2.625617099191196,-2.3414597690202665,-2.23262654554448,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2490,346,56,43845.3,7.3,HW,,2,-2.2280812660703906,-2.6799306401630805,-2.429118466646946,-1.9839450748462928,-1.9632758864658717,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2491,346,53,45206.5,7.2,HW,,2,-2.3463233216798143,-2.7944769472809248,-2.5140960273264867,-2.134468507511896,-2.090194939275857,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2492,346,62,46735.8,7.3,HW,,2,-2.295990214938233,-2.747163414705591,-2.4733709491609566,-2.0508111216791294,-2.029075671103361,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2493,346,19,48944.8,6.7,HW,,2,-2.993080941422399,-3.3973349898730287,-2.98551130800269,-2.9164252090364027,-2.752128181333445,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2494,346,28,49592.1,6.9,HW,,2,-2.7585187265357827,-3.184718331210655,-2.811269506236831,-2.631738467565411,-2.521994600903743,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2495,346,30,51404.5,7.0,HW,,2,-2.6862344700525105,-3.1204782942234788,-2.7549630846212736,-2.51932721037998,-2.4282202577983374,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2496,346,34,52223.3,7.0,HW,,2,-2.70389863230395,-3.137904172575608,-2.7668498899220237,-2.529786805534072,-2.439725658750667,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2497,346,50,53021.5,7.2,HW,,2,-2.5190411815119997,-2.965315344130074,-2.628698675280799,-2.2800664567305313,-2.249699932449451,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2498,346,23,55115.3,6.8,HW,,2,-3.000765026409993,-3.4146528627420025,-2.9825126993437805,-2.8534199621729086,-2.733239847620271,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2499,346,14,58088.8,6.6,HW,,2,-3.333088077199019,-3.7198231211710686,-3.2243918516310943,-3.205549298184831,-3.032683222116776,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2500,346,14,62696.3,6.6,HW,,2,-3.423634900253771,-3.8090242310261786,-3.287694262514634,-3.2620939014579657,-3.0923809470727472,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2501,346,24,64879.1,6.8,HW,,2,-3.1889427269431088,-3.6005701459009134,-3.113705606729983,-2.9714017922754072,-2.860425539354622,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2502,346,38,67069.3,7.1,HW,,2,-2.875522169366797,-3.3145912969314,-2.8812779771489567,-2.5713805336137026,-2.5240019429712013,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2503,347,70,55328.2,7.4,HW,,2,-2.3955941489657033,-2.8474427015162767,-2.5337850324632076,-2.0747604132993906,-2.079371899463252,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2504,347,26,57801.1,6.9,HW,,2,-2.9323631698769,-3.3560878172847426,-2.929244030239688,-2.7394865652375464,-2.648370869586668,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2505,347,28,61131.5,6.9,HW,,2,-2.996087307784709,-3.4191301546133763,-2.9735770346694768,-2.7794703199937167,-2.694550859977222,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2506,347,33,73776.3,7.0,HW,,2,-3.0916072361827664,-3.4681264246035086,-3.0398045360862422,-2.7797328289383603,-2.68529804809459,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2507,348,123,1230.9,7.7,HW,,2,-0.1266757440364029,-0.06952813618985546,-1.1495343573973027,0.1960937053950565,-0.22144351162779474,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2508,348,16,30223.2,6.6,HW,,2,-2.565392707549138,-2.9693033633421795,-2.727015919488213,-2.567627712269385,-2.310658383775307,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2509,348,66,32518.4,7.4,HW,,2,-1.8412902420478459,-2.2966392541925695,-2.1768094205325115,-1.5757723589223727,-1.5675443659353787,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2510,348,45,37019.6,7.2,HW,,2,-2.131484654461158,-2.582228307940005,-2.3767274218210104,-1.9292978216658045,-1.8764971451948893,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2511,348,162,41057.4,7.8,HW,,2,-1.8631681559793105,-2.3062944030205204,-2.1614034397164366,-1.4277331064749879,-1.4906109573633703,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2512,348,31,48132.3,7.0,HW,,2,-2.612800829054194,-3.0481043926132134,-2.7059943875305925,-2.4595797730721833,-2.3579237599568494,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2513,348,30,60117.9,7.0,HW,,2,-2.8615584292961738,-3.293815398542527,-2.874925599104909,-2.626478447513992,-2.5573146219109133,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2514,348,19,61331.4,6.7,HW,,2,-3.2565704214234312,-3.656415143926671,-3.1655366773856555,-3.0842504990674264,-2.9509887101184353,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2515,348,15,62462.7,6.6,HW,,2,-3.419204281735088,-3.8046525915453717,-3.2845690317260123,-3.259280515354053,-3.0899401395162247,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2516,348,54,62551.7,7.3,HW,,2,-2.607893603177661,-3.057069535188162,-2.68509701617421,-2.2717290892414796,-2.2718701417333658,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2517,348,42,71891.8,7.1,HW,,2,-2.95248761170627,-3.364082396907417,-2.937057503885444,-2.623953222645413,-2.5672320552567376,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2518,348,18,73790.9,6.7,HW,,2,-3.4733257211769795,-3.8140900069906127,-3.321338282545367,-3.227423509894911,-3.0709717325187227,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2519,348,26,76045.5,6.9,HW,,2,-3.2449818777136117,-3.579299173821528,-3.1531374885157932,-2.9464926559893025,-2.829793400789701,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2520,348,15,77917.2,6.6,HW,,2,-3.6819695518940665,-3.947439826057169,-3.4753250640808835,-3.4352694801012973,-3.230464599672802,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2521,348,60,89835.3,7.3,HW,,2,-2.8252398429383936,-3.2005095916636592,-2.9748111150705556,-2.552850691877784,-2.4649408301037106,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2522,348,82,90637.4,7.5,HW,,2,-2.651914646327299,-3.044435642831162,-2.856720108118888,-2.3333677120599967,-2.255225622634961,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2523,348,52,96972.7,7.2,HW,,2,-2.91178753915005,-3.2970715232351075,-3.113388282433213,-2.744295628173474,-2.6080971694517237,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2524,348,35,99104.3,7.0,HW,,2,-3.129937095588339,-3.4966215156435023,-3.296840114370353,-3.0330879486092317,-2.8345118908482556,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2525,348,114,100573.0,7.6,HW,,2,-2.566146728083231,-2.987169324054999,-2.8897225331605996,-2.3204373186162637,-2.2165864257513954,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2526,348,31,102411.7,7.0,FW,,2,-3.123942678505872,-3.5003424831145096,-3.32708711828982,-3.064075295144392,-2.8508209579070036,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2527,348,14,103806.9,6.6,HW,,2,-3.665938437181398,-3.976566853793197,-3.742844175211395,-3.697180612451529,-3.379490160019114,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2528,350,44,706.8,7.2,FW,,2,-0.18577070829782363,0.13911004385312456,-1.2899149559192167,-0.24209444839926056,-0.35484913044990485,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2529,350,2,5715.8,5.6,HW,,2,-2.291631535912152,-2.499674088915543,-2.994482757968896,-2.7096646159351923,-2.048197281192584,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2530,350,78,8594.9,7.4,HW,,2,-0.6500430789881753,-1.0251418717437304,-1.4947859995683201,-0.5247901486272011,-0.639559820148321,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2531,350,26,9618.6,6.9,HW,,2,-1.048864943436572,-1.4184260659518575,-1.8076664576385675,-1.1690443996915953,-0.9946088832949384,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2532,350,25,10812.7,6.9,HW,,2,-1.1497232852602666,-1.5289081748879114,-1.8603498378643284,-1.2482236699663203,-1.0604900894446492,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2533,350,66,11192.7,7.4,HW,,2,-0.8421352833972047,-1.2188158282528,-1.6001424826444839,-0.6923822586297468,-0.7605239907677088,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2534,350,38,12771.7,7.1,HW,,2,-1.1364269255758093,-1.5447239733728682,-1.8107423553379594,-1.1154662263050252,-1.0159328364575009,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2535,350,11,15625.7,6.4,HW,,2,-2.083278475722457,-2.462018173293869,-2.493342520739425,-2.2866986234852638,-1.8391959330341228,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2536,350,23,17979.4,6.8,HW,,2,-1.746218511166926,-2.1713909165328036,-2.208121057133516,-1.783923500341271,-1.5393001860607955,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2537,350,37,22522.6,7.1,HW,,2,-1.6925169263019404,-2.1401817756539274,-2.1243580783181333,-1.5815978123556411,-1.4723095417513017,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
2538,350,34,25044.4,7.0,HW,,2,-1.8958419764498287,-2.33981962783977,-2.25885407229064,-1.8055279351795803,-1.6665481775270368,0.7322220595721064,0.6907755278982136,0.6397322078752953,0.6269,0.5599999894170231,0.29,0.15,0.17,0.29,0.1
