FID,earthquake_id,azimuthal_gap,azimuth_horizontal_uncertainty,depth,depth_uncertainty,description,epicentral_time,evaluation_mode,evaluation_status,event_creation_time,event_id,event_modification_time,latitude,longitude,mb,md,ml,ms,mw,mww,mwp,mwmwp,minimum_distance,maximum_distance,nearest_station,origin_id,origin_time,origin_time_uncertainty,phase_count,preferred_magnitude,preferred_magnitude_type,max_horizontal_uncertainty,min_horizontal_uncertainty,source,standard_error,station_count
earthquakes.fid--718ebb5a_177845ae793_5d86,534947,0,,2,,West Wyalong; NSW. Felt.,,,FINL,2008-04-09T18:15:58,ga1999fcetak,2009-12-15T10:29:57,-34.001,147.077,,,4.4,,,,,,,,,1452494,1999-03-14T00:13:31,,0,4.4,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d87,651882,57.39,32.95,12.7111,5.4265,South West of Marree; SA.,,,FINL,2014-06-04T16:39:27,ga2014kwwubq,2014-06-04T17:28:37,-29.8668,137.7095,,,4.64,4.04,,,,,,,,947269,2014-06-04T02:29:09,0.81,29,4.64,ML,3.9926,3.2702,AUST,0.8223,25
earthquakes.fid--718ebb5a_177845ae793_5d88,646760,56.83,235.02,0.6,0.0866, Hatches Creek; NT.,,,FINL,2011-02-22T09:14:25,ga2011drhuaj,2011-02-22T11:17:19,-20.9034,135.4195,,,4.4,,,,,,,,,343250,2011-02-21T21:59:36,5.28,19,4.4,ML,0.7339,0.6616,AUST,1.2536,19
earthquakes.fid--718ebb5a_177845ae793_5d89,648441,79.73,36.58,0,15.8786,Near Ernabella; SA.,,,FINL,2012-06-14T17:45:03,ga2012fvghie,2015-11-30T14:25:20,-26.1242,132.1244,,,5.7,5.51,,,5.4,,,,,612277,2012-03-23T09:25:19,0.4,22,5.4,Mwp,5.5266,3.6235,AUST,0.7424,20
earthquakes.fid--718ebb5a_177845ae793_5d8a,286959,79.81,,17,,GEORGETOWN HARD TO LOCATE ,,,FINL,2008-04-03T10:30:33,ga1991pjkuzy,2009-12-15T10:24:11,-18.222,143.506,,,4.8,,,,,,,,,1176095,1991-08-06T14:11:48,,0,4.8,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d8b,671147,59.44228363,103.0977783,10,0,S of Charters Towers; QLD,2020-08-23T13:00:52.164,manual,reviewed,2020-08-23T03:02:40.557,ga2020qppqrr,2020-08-23T21:40:27.847,-20.98827553,146.2671661,,,4.78025648,,,,,,0.89621252,68.27924347,0.896212518,20200823213427.193577.49447,2020-08-23T03:00:52.164,0.14232031,55,4.78025648,ML,3.17368245,2.34481859,GA,0.99632232,40
earthquakes.fid--718ebb5a_177845ae793_5d8c,650349,61.11,288.09,0,0,Near Ernabella; SA.,,,FINL,2013-06-11T11:45:02,ga2013lgzayw,2015-11-30T14:24:43,-26.11,131.994,,,5.7,5.46,,,5.4,,,,,772797,2013-06-09T14:22:15,0.01,26,5.4,Mwp,0.5042,0.3414,AUST,0.8207,26
earthquakes.fid--718ebb5a_177845ae793_5d8d,640538,0,,14.7,,Indian Ocean. Nearest station MORW.,,,FINL,2008-04-08T17:59:03,ga2002loqsak,2009-12-15T11:12:08,-19.46,113.971,,,4.4,,,,,,,,,2142638,2002-06-13T18:46:18,,0,4.4,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d8e,268206,273.19,,10,,,,,FINL,2008-04-02T18:08:25,ga1990fqblwr,2009-12-15T10:14:53,-25.43,129.51,,,4.5,,,,,,,,,620511,1990-03-21T13:37:22,,0,4.5,ML,,,,3.20690574,0
earthquakes.fid--718ebb5a_177845ae793_5d8f,651716,44.12,4.68,12.6493,5.8127,S of Yunta; SA.,,,FINL,2014-04-30T10:35:08,ga2014ijjknn,2014-04-30T10:53:27,-32.7959,139.5405,,,4.72,4.05,,,,,,,,926931,2014-04-29T09:54:56,0.77,50,4.72,ML,3.7003,2.265,AUST,0.8786,42
earthquakes.fid--718ebb5a_177845ae793_5d90,644832,0,,10,,Off South Coast of Australia.,,,FINL,2009-08-12T15:04:04,ga2009ptsucv,2009-12-10T15:24:44,-38.799,137.4686,,,4.5,,,,,,,,,2147643,2009-08-12T04:56:54,1.01,0,4.5,ML,,,ADE,,0
earthquakes.fid--718ebb5a_177845ae793_5d91,647354,113.98,,12,,NE of Marble Bar; WA.,,,FINL,2011-07-14T16:03:07,ga2011nsonsu,2011-07-14T17:48:36,-20.8649,120.3563,,,4.47,,,,,,,,,445458,2011-07-14T05:51:36,,15,4.47,ML,,,AUST,,15
earthquakes.fid--718ebb5a_177845ae793_5d92,552510,0,,14,,Tennant Creek NT,,,FINL,2008-04-09T02:55:35,ga1999jdoqqx,2009-12-15T10:29:57,-19.754,134.017,,,4.6,,,,,,,,,1452645,1999-05-10T10:02:25,,0,4.6,ML,,,,1.315,0
earthquakes.fid--718ebb5a_177845ae793_5d93,641791,0,,5,,W of Ernabella SA. Nearest station ASPA.,,,FINL,2008-04-08T17:22:01,ga2005famwje,2009-12-15T11:12:10,-26.155,131.644,,,4.6,,,,,,,,,2144242,2005-03-13T02:09:49,,0,4.6,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d94,642594,0,,18.5,,Shark Bay WA. Nearest station GIRL.,,,FINL,2008-04-08T15:52:27,ga2007dfuukw,2009-12-10T15:24:41,-25.967,113.276,,,5.3,,,,5.2,,,,,2145093,2007-02-15T15:38:36,,0,5.3,Mwp,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d95,640208,0,,0.4,,Burakin WA. Nearest station KLBR. Felt.,,,FINL,2008-04-08T18:01:14,ga2002elxsjm,2009-12-15T11:12:08,-30.495,117.075,,,4.6,,,,,,,,,1908575,2002-03-05T03:29:57,,0,4.6,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d96,643439,0,,1.4,,W of Warburton WA. Nearest station FORT.,,,FINL,2009-04-04T11:12:01,ga2008nmpfma,2009-12-10T15:24:42,-26.034,125.223,,,4.5,,,,,,,,,2146151,2008-07-09T23:45:20,,0,4.5,ML,,,aust,,0
earthquakes.fid--718ebb5a_177845ae793_5d97,641902,0,,13.7,,North Flinders SA. Nearest station STKA.,,,FINL,2008-04-08T17:21:08,ga2005jlrdee,2009-12-15T11:12:10,-31,139.153,,,4.5,,,,,,,,,2144355,2005-05-14T19:53:05,,0,4.5,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d98,642323,0,,7.1,,E of Oodnadatta SA. Nearest station BBOO.,,,FINL,2008-04-08T08:05:06,ga2006jijzzp,2009-12-15T11:12:10,-27.657,135.723,,,5.1,,,,,,,,,2144809,2006-05-13T01:04:46,,0,5.1,ML,,,,,0
earthquakes.fid--718ebb5a_177845ae793_5d99,643335,0,,0,,S of Broome WA. Nearest station FITZ.,,,FINL,2009-04-04T11:11:57,ga2008kmalrj,2009-12-10T15:24:42,-18.596,122.323,,,4.7,,,,,,,,,2146041,2008-05-28T04:30:52,,0,4.7,ML,,,aust,,0
