FID,earthquake_id,azimuthal_gap,azimuth_horizontal_uncertainty,depth,depth_uncertainty,description,epicentral_time,evaluation_mode,evaluation_status,event_creation_time,event_id,event_modification_time,latitude,longitude,mb,md,ml,ms,mw,mww,mwp,mwmwp,minimum_distance,maximum_distance,nearest_station,origin_id,origin_time,origin_time_uncertainty,phase_count,preferred_magnitude,preferred_magnitude_type,max_horizontal_uncertainty,min_horizontal_uncertainty,source,standard_error,station_count,
earthquakes.fid--718ebb5a_177845ae793_5d29,666114,222.8910065,139.6651917,21.60560989,18.03302533,Offshore Broome; WA,2019-07-14T13:55:20.425,manual,reviewed,2019-07-14T10:27:21.931,ga2019nsonwi,2019-07-22T18:05:50.451,-18.62403297,120.6585007,5.74062406,,4.70210716,,,,,,2.66854739,11.60379219,2.668547392,20190722180206.840376.88639,2019-07-14T05:55:20.425,1.66317991,10,4.70210716,ML,22.88096809,5.18020105,GA,0.89610117,8,
earthquakes.fid--718ebb5a_177845ae793_5d28,666116,182.9170628,132.3300476,19.90625381,11.85547068,Offshore Broome; WA,2019-07-14T13:59:17.928,manual,reviewed,2019-07-14T10:41:24.334,ga2019nsoujd,2019-07-22T18:27:18.616,-18.37194824,120.5550842,5.34828833,,4.57687547,,,,,,2.87910557,14.79823017,2.879105568,20190722182643.394373.92781,2019-07-14T05:59:17.928,1.16551108,18,4.57687547,ML,14.86399746,3.99271369,GA,0.97129241,14,
earthquakes.fid--718ebb5a_177845ae793_5d2a,666113,182.5740356,134.3842468,11.24637032,11.09485167,Offshore Broome; WA,2019-07-14T14:03:15.831,manual,reviewed,2019-07-14T10:51:50.891,ga2019nsoxln,2019-07-22T17:31:57.957,-18.74501228,120.637558,5.22707156,,4.50308774,,,,,,2.54836273,13.7405405,2.548362732,20190722173039.72164.78893,2019-07-14T06:03:15.831,1.32388941,12,4.50308774,ML,13.63677788,6.74393845,GA,0.53668815,9,
earthquakes.fid--718ebb5a_177845ae793_5d2d,665743,113.7893524,106.9970474,15.75727749,7.03012117,Offshore Broome; WA,2019-07-14T15:26:37.287,manual,reviewed,2019-07-14T07:30:04.135,ga2019nsrrqq,2019-07-20T06:31:30.617,-18.20709038,120.42556,5.20124566,,4.55249728,,,,,,3.008564,61.16588974,3.008563995,20190720062830.977711.82498,2019-07-14T07:26:37.287,0.88078128,51,4.55249728,ML,4.69792748,3.34165549,GA,1.55439328,47,
earthquakes.fid--718ebb5a_177845ae793_5d2c,665777,182.8164749,132.4406891,21.91589737,13.32658794,Offshore Broome; WA,2019-07-15T05:33:54.935,manual,reviewed,2019-07-14T21:36:55.102,ga2019ntttsx,2019-07-20T11:53:21.385,-18.36467743,120.5684814,5.01291009,,4.36465236,,,,,,2.8894918,18.08382416,2.889491796,20190720115043.189353.128049,2019-07-14T21:33:54.935,1.25314103,23,4.36465236,ML,12.17146492,4.31547403,GA,1.44374123,20,
earthquakes.fid--718ebb5a_177845ae793_5d2b,665782,46.39813232,67.86225891,10,0,Offshore Broome; WA,2019-07-15T07:01:36.282,manual,reviewed,2019-07-14T23:04:34.674,ga2019ntwrhw,2019-07-21T06:18:35.016,-18.28185654,120.2814636,5.50426372,,5.09287119,,4.72501892,,5.24188546,4.95686996,2.90877152,80.59016418,2.908771515,20190721061038.618926.85939,2019-07-14T23:01:36.282,0.09131781,144,4.72501892,Mw,3.29621887,2.35528302,GA,1.16928985,142,
earthquakes.fid--718ebb5a_177845ae793_5d31,665913,196.9559975,136.6205902,21.46323967,11.53026943,Offshore Broome; WA,2019-07-17T18:20:12.812,manual,reviewed,2019-07-17T10:23:39.172,ga2019nykpwb,2019-07-21T11:51:17.173,-18.52585411,120.3633499,4.9802334,,4.42296652,,,,,,2.6862545,23.20799255,2.686254501,20190721114745.227607.96005,2019-07-17T10:20:12.812,1.06336071,29,4.42296652,ML,13.64335346,4.08964539,GA,1.2839764,24,
earthquakes.fid--718ebb5a_177845ae793_5d27,666187,84.77786255,119.2412338,10,0,Offshore Broome; WA,2019-07-26T03:06:13.545,manual,reviewed,2019-07-25T19:09:14.023,ga2019ontweu,2019-07-26T04:22:05.774,-18.26270294,120.2585831,4.99281615,,4.48567601,,,,,,1.90150273,23.54778862,1.901502728,20190726041832.480241.88318,2019-07-25T19:06:13.545,0.18893273,48,4.48567601,ML,4.75292444,3.36031771,GA,1.50541673,45,
earthquakes.fid--718ebb5a_177845ae793_5d26,666308,29.7194767,40.39219666,5,0,Tennant Creek; NT,2019-08-01T10:52:15.845,manual,reviewed,2019-08-01T01:25:20.057,ga2019ozgrmh,2019-08-07T01:53:43.57,-19.822,133.849,5.19336681,,5.30940435,,4.98775771,,5.20390997,4.90712206,0.57625502,38.7885704,0.576255024,20190807015014.102698.69707,2019-08-01T01:22:15.845,0.13489463,62,4.98775771,Mw,4.46385574,3.22111535,GA,0.99675826,62,
earthquakes.fid--718ebb5a_177845ae793_5d25,666331,84.66697693,110.2360535,10,0,Offshore Broome; WA,2019-08-02T07:03:57.005,manual,reviewed,2019-08-01T23:07:03.865,ga2019paxvfc,2019-08-02T00:12:02.903,-18.28358841,120.2637711,5.36735619,,4.75469771,,,,,,2.90415168,23.53083992,1.899969697,20190802000744.03785.65802,2019-08-01T23:03:57.005,0.24439544,28,4.75469771,ML,6.89950562,4.01834154,GA,1.09125854,28,
earthquakes.fid--718ebb5a_177845ae793_5d24,666491,34.99832153,164.8854218,10,0,Pilbara; WA,2019-08-13T03:11:47.373,manual,reviewed,2019-08-12T19:15:06.101,ga2019puvcuy,2019-08-13T22:33:23.652,-21.41424179,120.5794525,4.76116766,,4.61978938,,,,5.75303451,5.62647521,0.70115757,20.1711235,0.70115757,20190813223139.250986.72004,2019-08-12T19:11:47.373,0.16300633,43,4.61978938,ML,4.17162228,3.20286417,GA,1.32684773,41,
earthquakes.fid--718ebb5a_177845ae793_5d23,666548,119.7817154,58.46303177,10,0,Offshore E of Mackay; QLD,2019-08-18T21:38:41.661,manual,reviewed,2019-08-18T11:42:24.958,ga2019qfglqd,2019-08-19T01:08:44.954,-20.95031929,151.8996429,4.72395036,,4.52018142,,,,,,2.70594716,20.31466484,2.705947161,20190819010324.101592.84166,2019-08-18T11:38:41.661,0.3084307,20,4.52018142,ML,7.45001316,5.14827204,GA,0.78688811,19,
earthquakes.fid--718ebb5a_177845ae793_5d74,668035,107.3111458,67.39485168,10,0,Muswellbrook; NSW,2019-12-16T16:29:42.159,manual,reviewed,2019-12-16T05:30:18.33,ga2019yrbjfq,2019-12-16T22:56:50.867,-32.34764862,150.835968,,,4.3513545,,,,,,0.88982749,21.04805756,0.88982749,20191216225426.130586.61680,2019-12-16T05:29:42.159,0.19990414,55,4.3513545,ML,4.19362259,2.6016798,GA,0.74446847,43,
earthquakes.fid--718ebb5a_177845ae793_5d36,669331,98.96777344,47.52849579,10,0,Offshore NE of Bowen; QLD,2020-04-15T17:11:04.955,manual,reviewed,2020-04-15T07:14:41.118,ga2020hlhnxn,2020-04-15T21:29:52.496,-19.87002563,148.7121429,,,4.97527069,,,,,,0.47739899,71.35144043,0.477398992,20200415212849.84598.72639,2020-04-15T07:11:04.955,0.21890496,57,4.97527069,ML,5.09059429,3.4351747,GA,0.8372642,53,
earthquakes.fid--718ebb5a_177845ae793_5d8b,671147,59.44228363,103.0977783,10,0,S of Charters Towers; QLD,2020-08-23T13:00:52.164,manual,reviewed,2020-08-23T03:02:40.557,ga2020qppqrr,2020-08-23T21:40:27.847,-20.98827553,146.2671661,,,4.78025648,,,,,,0.89621252,68.27924347,0.896212518,20200823213427.193577.49447,2020-08-23T03:00:52.164,0.14232031,55,4.78025648,ML,3.17368245,2.34481859,GA,0.99632232,40,
earthquakes.fid--718ebb5a_177845ae793_5ceb,673329,19.20011902,67.12261963,10,0,Offshore Northern WA; Indian Ocean,2021-01-30T03:47:55.945,manual,reviewed,2021-01-29T19:50:30.191,ga2021caxsis,2021-02-09T02:46:16.158,-13.95501137,121.8011627,5.7657236,,5.10898106,,5.57672926,,5.59364383,5.41767342,4.00025702,92.44519806,4.000257015,20210209024407.275672.89188,2021-01-29T19:47:55.945,0.07771418,177,5.57672926,Mw,3.02449179,2.17347384,GA,1.27704268,175,
earthquakes.fid--339b7ec0_17cdf04577d_-3ba,675980,27.10217285,78.92936707,10,0,Offshore Broome; WA,2021-06-24T14:57:02.751,manual,reviewed,2021-06-24T07:00:22.548,ga2021mhyeok,2021-06-24T23:13:47.461,-18.32783318,120.1802902,5.60608662,,5.07051118,,5.11539994,,5.07674309,4.74053344,1.56885862,87.95168304,1.568858624,20210624231055.321969.113290,2021-06-24T06:57:02.751,0.09537922,124,5.11539994,Mw,3.33620572,2.55035376,GA,1.21816318,121,
earthquakes.fid--339b7ec0_17cdf04577d_-3bb,676008,175.6172684,108.7283554,10,0,NE of Coral Bay; WA,2021-06-27T06:12:14.518,manual,reviewed,2021-06-26T22:15:03.301,ga2021mmtyxy,2021-06-28T01:14:22.189,-22.95962143,113.8629837,5.22975188,,4.70659098,,,,,,0.46532148,20.29091644,0.465321481,20210628010335.303936.104335,2021-06-26T22:12:14.518,0.40571234,28,4.70659098,ML,10.70153046,3.52978897,GA,0.93986351,25,
earthquakes.fid--339b7ec0_17cdf04577d_-3bc,677674,41.28172302,173.1022949,10,0,N of Rawson; VIC,2021-09-22T09:15:53.776,manual,reviewed,2021-09-21T23:16:53.698,ga2021sqogij,2021-09-22T02:23:21.358,-37.49168396,146.3478699,5.83185068,,5.96993385,,5.86849626,,5.70710026,5.56630134,0.68614727,101.7796783,0.686147273,20210922010535.292933.133426,2021-09-21T23:15:53.776,0.08585603,172,5.86849626,Mw,2.73182225,1.81512284,GA,1.17792894,159,
earthquakes.fid--339b7ec0_17cdf04577d_-3bd,677918,58.5486145,26.19610405,1.70318139,4.64891386,Murrayville; VIC,2021-10-09T03:47:26.216,manual,reviewed,2021-10-08T16:48:33.878,ga2021tvgsoo,2021-10-10T22:22:22.511,-35.40810394,141.0205688,5.00324868,,4.81305843,,,,,,1.44547939,46.32066727,1.445479393,20211010203830.479961.102396,2021-10-08T16:47:26.216,0.46922648,112,4.81305843,ML,2.89582706,1.73044872,GA,0.72876731,95,
earthquakes.fid-35db13ab_17e6c9f64a4_-42ee,678330,32.86698914,66.13286591,35,2.29265642,Marble Bar; WA,2021-11-13T21:05:52.663,manual,reviewed,2021-11-13T13:08:49.642,ga2021wjbnip,2021-11-15T01:38:30.628,-21.1301,119.8416,5.69924278,,5.35457249,,5.32347935,,5.39070368,5.15182183,0.15303683,94.05500793,0.153036833,20211115004039.594213.172216,2021-11-13T13:05:52.663,0.33413514,217,5.32347935,Mw,2.74927998,2.13682198,GA,1.6916113,217,
earthquakes.fid-2aa3f8ca_17e90878786_-4b54,679440,139.4077072,20.75007057,1.9,0,Wagin; WA,2022-01-25T05:24:47.666,manual,reviewed,2022-01-24T21:26:14.141,ga2022brwhkb,2022-01-25T05:27:43.521,-33.3494,117.0213,,,4.75257696,,,,,,0.41352543,9.65878964,0.413525432,20220125052031.977865.123489,2022-01-24T21:24:47.666,0.44283989,18,4.75257696,ML,9.18447876,6.26881123,GA,0.7793591,18,
earthquakes.fid-3c4e8537_17ecda0129b_-797a,679639,74.6011047,113.944725,2,0,E of Darkan; WA,2022-02-01T18:41:03.626,manual,reviewed,2022-02-01T10:41:58.422,ga2022cfstsd,2022-02-01T19:58:42.105,-33.3494,117.0213,,,4.25975701,,,,,,0.45059717,12.8492241,0.45059717,20220201195553.411602.92440,2022-02-01T10:41:03.626,0.29236066,21,4.25975701,ML,5.85724544,5.16577196,GA,1.01724401,20,
earthquakes.fid--4c2f31a5_180368f6555_-63f5,639338,0,,61,,Aru Is region Indonesia,,,FINL,2008-04-07T16:55:44,ga2000zfwpqz,2009-12-15T11:12:07,-7.901,135.801,5.8,,,,,,6,,,,,1759329,2000-12-23T07:13:23,,0,6,Mwp,,,,,0,
earthquakes.fid-7bfecf3_181ee9d2f52_-29f,674465,38.48270226,50.96455765,10,0,Great Sandy Desert; NT,2021-03-12T23:27:43.064,manual,reviewed,2021-03-12T14:00:01.648,ga2021ezopso,2021-03-14T23:48:58.62,-22.30257416,129.4467163,,,4.24131604,,,,,,2.91967082,21.5178299,2.91967082,20210314234755.760154.109066,2021-03-12T13:57:43.064,0.14220984,51,4.24131604,ML,3.58275104,3.00049663,GA,1.23465198,46,
earthquakes.fid--bcb522b_1823c9142e3_1056,681785,62.51664734,137.2068939,10,0,NW of Kalkarindji; NT,2022-07-24T23:51:39.582,manual,reviewed,2022-07-24T14:24:35.389,ga2022oloscs,2022-07-25T00:36:16.73,-17.06973076,130.0454407,,,4.15950259,,,,,,1.85313177,19.43171883,1.853131771,20220725002727.541405.118565,2022-07-24T14:21:39.582,0.17625807,36,4.15950259,ML,4.0951457,3.45994496,GA,0.89469479,32,
earthquakes.fid-48f20f13_183da45e80f_-7e2d,682126,52.72767639,178.4307404,7.79518318,1.8280344,Cadoux; WA,2022-08-21T12:37:01.042,manual,reviewed,2022-08-21T04:37:50.883,ga2022qkfqvg,2022-08-21T21:37:30.534,-30.80329132,117.1218567,,,4.3519093,,,,,,0.33594087,11.42575741,0.335940868,20220821205712.786436.94365,2022-08-21T04:37:01.042,0.21444179,37,4.3519093,ML,3.1666894,2.84948564,GA,0.9888991,26,
earthquakes.fid--3395cfcf_1842db82583_245d,488997,0,,0,,Brindabella Mountains; 60 km West of Canberra. Felt throughout Canberra and minor damage at Argalong Station where a window was cracked and concrete block outhouse also cracked.,,,FINL,2008-04-10T11:42:22,ga1998deensa,2009-12-15T10:26:53,-35.372,148.604,,,4.2,,,,,,,,,1299690,1998-02-14T18:23:34,,0,4.2,ML,,,,8.2245,0,
earthquakes.fid--3395cfcf_1842db82583_2457,508358,0,,16,,This earthquake was widely felt in the Temora region; enough to prompt damage claims and AGSO to draw up an isoseismal map.,,,FINL,2008-04-14T12:45:34,ga1998ujsnlu,2009-12-15T10:29:56,-34.669,147.385,,,3.9,,,,,,,,,1452250,1998-10-16T13:46:14,,0,3.9,ML,,,,,0,
earthquakes.fid--3395cfcf_1842db82583_245e,639890,0,,6.6,,Benambra Vic. Felt.,,,FINL,2008-04-08T07:51:01,ga2001udnhxp,2009-12-15T11:12:08,-36.847,147.647,,,3.9,,,,,,,,,1908344,2001-10-13T04:42:05,,0,3.9,ML,,,,,0,
earthquakes.fid--3395cfcf_1842db82583_245a,640142,0,,5,,Lake Avon NSW. Nearest station RIV. Felt by many people in the Sydney and Wollongong areas.,,,FINL,2008-04-08T18:01:33,ga2002dduskz,2009-12-15T11:12:08,-34.524,150.744,,,3.9,,,,,,,,,1908543,2002-02-14T13:27:20,,0,3.9,ML,,,,,0,
earthquakes.fid--3395cfcf_1842db82583_245b,640684,0,,3,,Grenfell NSW. Nearest station YNG. Felt,,,FINL,2008-04-08T17:57:43,ga2002qnissd,2009-12-15T11:12:08,-33.865,148.354,,,3.9,,,,,,,,,2142785,2002-08-22T21:23:03,,0,3.9,ML,,,,,0,
earthquakes.fid--3395cfcf_1842db82583_245c,640714,0,,3.4,,Fish Creek; Vic. Nearest station TOO. Felt by many people in the local area.,,,FINL,2008-04-08T17:57:07,ga2002suwnbc,2009-12-15T11:12:09,-38.67,146.083,,,4,,,,,,,,,2142899,2002-09-24T07:42:57,,0,4,ML,,,,,0,
earthquakes.fid--3395cfcf_1842db82583_2455,640953,0,,10,,Bass Strait. Nearest station TOO.,,,FINL,2008-04-08T08:01:15,ga2003hahexo,2009-12-15T11:12:09,-39.223,145.929,,,3.9,,,,,,,,,2143363,2003-04-10T07:11:26,,0,3.9,ML,,,,,0,
earthquakes.fid--3395cfcf_1842db82583_2456,641261,0,,5,,Bowral NSW. Nearest station RIV. Felt in Canberra and Sydney.,,,FINL,2008-04-08T07:57:27,ga2003yigils,2009-12-15T11:12:09,-34.485,150.444,,,4.2,,,,,,,,,2143706,2003-12-11T10:19:20,,0,4.2,ML,,,,,0,
earthquakes.fid--3395cfcf_1842db82583_2459,641332,0,,12.3,,Junee NSW. Nearest station CNB. Felt,,,FINL,2008-04-08T17:30:56,ga2004edjbmr,2009-12-15T11:12:09,-34.996,147.675,,,3.9,,,,,,,,,2143778,2004-02-28T11:32:09,,0,3.9,ML,,,,,0,
earthquakes.fid--3395cfcf_1842db82583_2458,641599,0,,10,,Mole Creek TAS. Nearest station ARPS.,,,FINL,2008-04-08T17:25:49,ga2004wuwpzi,2009-12-15T11:12:10,-41.662,146.202,,,4,,,,,,,,,2144046,2004-11-18T23:31:48,,0,4,ML,,,,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-416f,641777,0,,21.4,,SE of Leigh Creek; SA. Nearest station STKA.,,,FINL,2008-04-08T17:21:54,ga2005eivbwe,2009-12-15T11:12:10,-30.899,139.139,,,4,,,,,,,,,2144228,2005-03-03T10:57:01,,0,4,ML,,,,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-417e,641795,0,,2.6,,N Koorda WA. Nearest station KLBR.,,,FINL,2008-04-08T17:22:03,ga2005ffyqix,2009-12-15T11:12:10,-30.639,117.464,,,4.2,,,,,,,,,2144246,2005-03-16T01:27:17,,0,4.2,ML,,,,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-4171,641847,0,,0,,W of Burakin WA. Nearest station BLDU.,,,FINL,2008-04-08T17:21:34,ga2005heifji,2009-12-15T11:12:10,-30.564,117.005,,,4,,,,,,,,,2144299,2005-04-12T12:00:02,,0,4,ML,,,,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-4183,641881,0,,2.7,,N of Beacon WA. Nearest station BLDU.,,,FINL,2008-04-08T17:20:59,ga2005inamfx,2009-12-15T11:12:10,-30.194,117.912,,,4.1,,,,,,,,,2144334,2005-05-01T09:43:16,,0,4.1,ML,,,,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-4176,642072,0,,2,,N of Kalannie WA. Nearest station BLDU.,,,FINL,2008-04-08T17:19:52,ga2005sqnhek,2009-12-15T11:12:10,-30.148,117.159,,,4,,,,,,,,,2144526,2005-09-21T22:46:41,,0,4,ML,,,,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-417b,642081,0,,3,,NE of Kalannie WA. Nearest station BLDU.,,,FINL,2008-04-08T08:07:10,ga2005sqxlcz,2009-12-15T11:12:10,-30.126,117.173,,,4.1,,,,,,,,,2144530,2005-09-22T03:52:59,,0,4.1,ML,,,,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-4184,642387,0,,19.3,,Willow Springs SA. Nearest station STKA.,,,FINL,2008-04-08T08:04:36,ga2006nhcdhy,2009-12-15T11:12:11,-31.381,138.682,,,4,,,,,,,,,2144877,2006-07-07T23:48:13,,0,4,ML,,,,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-4188,642495,0,,15,,SE of Cowra NSW. Nearest station YNG.,,,FINL,2008-04-08T08:03:23,ga2006uspjwe,2009-12-15T11:12:11,-34.036,149.16,,,4.2,,,,,,,,,2144993,2006-10-21T09:51:49,,0,4.2,ML,,,,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-4175,642833,0,,10,, W of Kangaroo Island SA. Nearest station STKA.,,,FINL,2008-04-08T08:14:24,ga2007tqnedi,2009-12-10T15:24:41,-36.07,136.11,,,4.2,,,,,,,,,2145344,2007-10-06T02:39:31,,0,4.2,ML,,,,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-418a,643637,0,,6.6,,SE of Radium Hill; SA. Nearest station STKA.,,,FINL,2009-04-04T11:12:09,ga2008uygodj,2009-12-10T15:24:42,-32.477,140.656,,,4,,,,,,,,,2146355,2008-10-23T11:52:05,,0,4,ML,,,aust,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-4189,643676,0,,19.2,,NE of Hawker SA; felt. Nearest station STKA.,,,FINL,2009-04-04T11:12:11,ga2008wpolap,2009-12-10T15:24:42,-31.402,138.729,,,4.2,,,,,,,,,2146398,2008-11-16T02:02:18,,0,4.2,ML,,,ade,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-417f,643936,0,,0,,N of Beacon; WA. Nearest station KLBR.,,,FINL,2009-04-04T11:12:21,ga2009ccozby,2009-12-10T15:24:42,-30.212,117.774,,,4.1,,,,,,,,,2146647,2009-01-30T17:33:11,,0,4.1,ML,,,aust,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-4177,644014,0,,0,,N of Beacon WA. Nearest station KLBR.,,,FINL,2009-04-04T11:12:21,ga2009ceyybh,2009-12-10T15:24:42,-30.209,117.819,,,4,,,,,,,,,2146666,2009-02-01T00:42:40,,0,4,ML,,,aust,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-4185,644031,0,,0,,N of Beacon WA. Nearest station KLBR.,,,FINL,2009-04-04T11:12:21,ga2009cgpetk,2009-12-10T15:24:42,-30.214,117.795,,,4,,,,,,,,,2146673,2009-02-01T21:57:40,,0,4,ML,,,aust,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-4173,644409,0,,0,,NW of Rocky Gully; WA. Nearest station KLBR.,,,FINL,2009-04-10T11:17:04,ga2009gwmlih,2009-12-10T15:24:43,-34.148,116.881,,,4.1,,,,,,,,,2147158,2009-04-08T05:31:50,,0,4.1,ML,,,aust,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-417a,644657,0,,0,24.62,SW of Beacon WA.,,,FINL,2009-06-26T13:41:21,ga2009mkkmbo,2009-12-10T13:41:21,-30.619,117.468,,,4.2,,,,,,,,,2147452,2009-06-25T15:16:49,1.79,0,4.2,ML,,,AUST,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-4186,645953,0,,10,,NE of Quorn SA.,,,FINL,2010-07-31T08:16:08,ga2010oxdfxj,2010-08-02T11:01:04,-32.175,138.1414,,,4.17,3.46,,,,,,,,2148532,2010-07-30T21:29:22,,0,4.17,ML,,,AUST,,0,
earthquakes.fid-10e27f3b_1842dab1f57_-418b,646205,71.78,23.21,0,0.0865,E of Peterborough; SA.,,,FINL,2010-10-10T13:39:03,ga2010txvtsj,2010-10-11T15:04:59,-32.902,139.9606,,,4.13,3.59,,,,,,,,280244,2010-10-10T02:30:18,0.91,17,4.13,ML,0.8801,0.6123,AUST,1.086,16,
earthquakes.fid-10e27f3b_1842dab1f57_-4180,648793,54.43,282.88,0,0.0115,NW of Tamworth; NSW.,,,FINL,2012-06-12T11:33:11,ga2012lgtjkb,2012-06-12T14:32:38,-30.7588,150.4125,,,4.19,3.81,,,,,,,,611522,2012-06-08T11:31:00,0.2,34,4.19,ML,0.2461,0.0892,AUST,0.825,25,
earthquakes.fid-10e27f3b_1842dab1f57_-4182,655060,230.37,82.49,0,0,Offshore E of Gosford; NSW. (Reported felt).,,,FINL,2016-06-07T10:45:34,ga2016leavbj,2016-06-07T10:47:42,-33.5018,152.5031,,,4,3.92,,,,,,,,1323616,2016-06-07T00:02:19,0.97,27,4,ML,7.8572,5.8343,AUST,0.6009,20,
earthquakes.fid-10e27f3b_1842dab1f57_-4178,655235,137.89,174.2,0,0,E of Norseman; WA. (Reported felt).,,,FINL,2016-07-15T08:26:53,ga2016nusuiu,2016-07-22T12:02:30,-32.5355,122.433,,,4.22,3.99,,,,,,,,1339618,2016-07-14T10:08:55,0.88,15,4.22,ML,18.2855,8.4416,AUST,0.7654,14,
earthquakes.fid-10e27f3b_1842dab1f57_-4174,655245,146.31,177.23,0,0,SE of Norseman; WA. (Reported felt).,,,FINL,2016-07-18T11:51:24,ga2016nynkte,2016-07-22T11:59:27,-32.5007,122.4355,,,3.96,3.76,,,,,,,,1340752,2016-07-16T11:44:49,0.93,18,3.96,ML,15.3735,7.7131,AUST,0.8707,17,
earthquakes.fid-10e27f3b_1842dab1f57_-4170,655520,168.65,157.78,0,0,SE of Norseman; WA. (Reported felt).,,,FINL,2016-09-07T09:50:59,ga2016romrwq,2016-09-07T09:53:45,-32.4185,122.2198,,,4.21,3.93,,,,,,,,1373301,2016-09-05T16:23:37,1.53,13,4.21,ML,24.9316,11.2642,AUST,0.9752,10,
earthquakes.fid-10e27f3b_1842dab1f57_-4179,656060,80.53,150.83,10,0,SE of Bonnie Rock; WA. (Reported felt).,,,FINL,2017-01-04T13:20:59,ga2017aewhlh,2017-01-04T13:25:25,-30.6094,118.4554,,,4.18,,,,,,,,,1428866,2017-01-03T15:30:19,0.57,23,4.18,ML,7.2172,6.4157,AUST,0.9587,18,
earthquakes.fid-10e27f3b_1842dab1f57_-4187,656474,39.54,71.42,0,0,Near Cadia; NSW. (Reported felt).,,,FINL,2017-04-18T11:00:59,ga2017hgmxvb,2017-04-18T11:20:11,-33.4639,148.9557,,,4.27,,,,,,,,,1466773,2017-04-13T16:31:05,0.13,52,4.27,ML,1.656,1.3821,AUST,0.5445,43,
earthquakes.fid-10e27f3b_1842dab1f57_-416e,657680,119.65,44.61,10,0,Near Nambucca Heads; NSW. (Reported felt).,,,FINL,2018-01-24T15:35:10,ga2018bqkqbr,2018-01-24T15:38:19,-30.6453,153.0258,,,4.23,,,,,,,,,1598602,2018-01-24T02:28:20,1.18,16,4.23,ML,14.3007,11.7002,AUST,0.7699,15,
earthquakes.fid-10e27f3b_1842dab1f57_-418d,665307,138.4740601,176.5914917,10,0,E of Newdegate; WA,2019-06-20T22:30:09.393,manual,reviewed,2019-06-20T14:31:37.395,ga2019mbehlj,2019-06-20T22:31:52.829,-33.1002388,119.3349304,4.46142494,,4.25498033,,,,,,1.08382904,15.86970234,1.083829045,20190620222522.395307.69926,2019-06-20T14:30:09.393,0.27862372,27,4.25498033,ML,5.6103344,3.55202913,GA,1.04441227,19,
earthquakes.fid-10e27f3b_1842dab1f57_-4181,669528,108.9930286,86.60824585,10,0,Muswellbrook; NSW,2020-05-03T03:48:38.026,manual,reviewed,2020-05-02T17:49:57.233,ga2020iriaiq,2020-05-03T22:51:28.353,-32.34958267,150.8701172,,,3.90431618,,,,,,0.95086926,10.66235638,0.950869262,20200503225018.084594.65850,2020-05-02T17:48:38.026,0.17093061,62,3.90431618,ML,3.65140176,2.17305326,GA,0.62887105,40,
earthquakes.fid-10e27f3b_1842dab1f57_-418c,677675,79.12797546,168.5594025,11.11868954,3.45057674,N of Rawson; VIC,2021-09-22T09:33:38.777,manual,reviewed,2021-09-21T23:35:05.77,ga2021sqovqr,2021-09-22T02:20:38.663,-37.47331619,146.2875366,4.50141071,,4.07165844,,,,,,0.64115095,13.13976955,0.641150951,20210922021301.606056.150554,2021-09-21T23:33:38.777,0.44416521,39,4.07165844,ML,4.85869551,3.127841,GA,0.81986157,32,
earthquakes.fid-10e27f3b_1842dab1f57_-4172,678971,74.84205627,13.46197319,6.94343853,2.20851183,E of Darkan; WA,2022-01-05T19:37:01.343,manual,reviewed,2022-01-05T11:37:59.588,ga2022aigaei,2022-01-05T21:33:02.76,-33.34041214,117.0198517,,,3.99061331,,,,,,0.45079666,23.75881958,0.450796664,20220105204626.842472.120900,2022-01-05T11:37:01.343,0.29582483,49,3.99061331,ML,3.30884504,3.0347538,GA,1.5893888,37,
earthquakes.fid-10e27f3b_1842dab1f57_-417c,679639,74.60110474,113.944725,5,0,E of Darkan; WA,2022-02-01T18:41:03.626,manual,reviewed,2022-02-01T10:41:58.422,ga2022cfstsd,2022-02-01T19:58:42.105,-33.34535599,117.0341263,,,4.25975701,,,,,,0.45059717,12.84922409,0.450597167,20220201195553.411602.92440,2022-02-01T10:41:03.626,0.29236066,21,4.25975701,ML,5.85724544,5.16577196,GA,1.01724401,20,
